chroma_id,movie_id,page_content,genres,director,title,year,doc_type
,40,What movie explores the themes of racial tension and unexpected understanding between a black minister and a white landowner in 1940s South Africa?,Drama,Darrell Roodt,"Cry, the Beloved Country",1995,full_plot_semantic_query
,40,What movie explores themes of racial tension and reconciliation between a black minister and a white landowner in 1940s South Africa?,Drama,Darrell Roodt,"Cry, the Beloved Country",1995,summary_semantic_query
,41,What movie features a power-hungry character who murders rivals and ultimately faces a final battle for the throne in a chaotic civil war setting?,Drama|War,Richard Loncraine,Richard III,1995,full_plot_semantic_query
,41,What historical drama depicts a ruthless military leader's rise to power through manipulation and betrayal during a civil war?,Drama|War,Richard Loncraine,Richard III,1995,summary_semantic_query
,42,What movie depicts a Vietnam veteran struggling to reintegrate into society after a traumatic war experience and ultimately turning to crime?,Action|Crime|Drama,Albert Hughes,Dead Presidents,1995,full_plot_semantic_query
,42,What movie depicts a Vietnam War veteran struggling to adjust to civilian life and planning a heist that ends in violence and betrayal?,Action|Crime|Drama,Albert Hughes,Dead Presidents,1995,summary_semantic_query
,43,What movie features a doctor who falls in love with a mistress of the King and faces personal tragedy during the Great Plague?,Drama,Michael Hoffman,Restoration,1995,full_plot_semantic_query
,43,"What movie features a doctor who faces love, loss, and redemption during the Great Plague while serving a king in 17th century England?",Drama,Michael Hoffman,Restoration,1995,summary_semantic_query
,44,What movie features a fighting tournament where Earth warriors must defeat powerful adversaries to prevent an invasion from another realm?,Action|Adventure|Fantasy,Paul W. S. Anderson,Mortal Kombat,1995,full_plot_semantic_query
,44,"What fantasy action movie features a fighting tournament to save Earth from invasion, with themes of revenge and honor among its warriors?",Action|Adventure|Fantasy,Paul W. S. Anderson,Mortal Kombat,1995,summary_semantic_query
,45,What movie features a woman who manipulates a group of teenagers into committing murder to advance her career as a news anchor?,Comedy|Drama|Thriller,Gus Van Sant,To Die For,1995,full_plot_semantic_query
,45,What movie features a woman who manipulates a student into committing murder to achieve her dream of becoming a famous news anchor?,Comedy|Drama|Thriller,Gus Van Sant,To Die For,1995,summary_semantic_query
,48,What animated movie features a love story between a Native American woman and an English settler amidst conflict over land and cultural differences?,Animation|Children|Musical|Romance,"Mike Gabriel, Eric Goldberg",Pocahontas,1995,full_plot_semantic_query
,48,What animated film features a Native American woman torn between her tribal duties and a forbidden romance with an English settler during the early colonial period?,Animation|Children|Musical|Romance,"Mike Gabriel, Eric Goldberg",Pocahontas,1995,summary_semantic_query
,49,What film features a literature professor torn between her long-term relationship and a passionate connection with a circus performer?,Drama|Romance,Patricia Rozema,When Night Is Falling,1995,full_plot_semantic_query
,49,What movie explores a literature professor's struggle with her sexuality and societal expectations while navigating a romantic relationship with a circus performer?,Drama|Romance,Patricia Rozema,When Night Is Falling,1995,summary_semantic_query
,50,What movie features a con artist telling a complex story about a legendary crime lord while being interrogated by law enforcement?,Crime|Mystery|Thriller,Bryan Singer,The Usual Suspects,1995,full_plot_semantic_query
,50,"What crime thriller involves a heist, betrayal among criminals, and a mysterious figure manipulating events from the shadows?",Crime|Mystery|Thriller,Bryan Singer,The Usual Suspects,1995,summary_semantic_query
,52,"What romantic comedy explores the complexities of relationships and personal growth through the story of a sportswriter who becomes involved with his son's biological mother, a struggling actress?",Comedy|Drama|Romance,Woody Allen,Mighty Aphrodite,1995,full_plot_semantic_query
,52,What romantic comedy explores the complexities of relationships and features a sportswriter searching for his son's biological mother?,Comedy|Drama|Romance,Woody Allen,Mighty Aphrodite,1995,summary_semantic_query
,54,What movie features a teacher who inspires a group of underachieving kids to play soccer and face challenges related to immigration and self-worth?,Children|Comedy,Holly Goldberg Sloan,The Big Green,1995,full_plot_semantic_query
,54,"What movie features a teacher who inspires her underachieving students by introducing soccer, leading to a championship match while addressing themes of perseverance and immigration challenges?",Children|Comedy,Holly Goldberg Sloan,The Big Green,1995,summary_semantic_query
,57,What movie features a single mother navigating family tensions and personal challenges during a chaotic Thanksgiving gathering?,Drama,Jodie Foster,Home for the Holidays,1995,full_plot_semantic_query
,57,What are some movies that explore family dynamics and personal growth during a holiday gathering?,Drama,Jodie Foster,Home for the Holidays,1995,summary_semantic_query
,60,"What movie features a boy who discovers a magical cupboard that brings his toy Indian figure to life, leading to a friendship and lessons about maturity and responsibility?",Adventure|Children|Fantasy,Frank Oz,The Indian in the Cupboard,1995,full_plot_semantic_query
,60,What movie features a young boy who brings a historical Native American figurine to life and learns about friendship and responsibility?,Adventure|Children|Fantasy,Frank Oz,The Indian in the Cupboard,1995,summary_semantic_query
,61,What movie features a mother seeking revenge on her daughter's murderer after the justice system fails her?,Drama|Thriller,John Schlesinger,Eye for an Eye,1996,full_plot_semantic_query
,61,What movie features a mother seeking revenge after her daughter is murdered and the legal system fails to bring the killer to justice?,Drama|Thriller,John Schlesinger,Eye for an Eye,1996,summary_semantic_query
,62,"What movie features a music teacher who struggles to balance his career and family life while inspiring his students, despite facing challenges from school administration and personal loss?",Drama,Stephen Herek,Mr. Holland's Opus,1995,full_plot_semantic_query
,62,What movie features a music teacher who struggles to balance his career and family while inspiring his students and facing challenges in a deaf son's upbringing?,Drama,Stephen Herek,Mr. Holland's Opus,1995,summary_semantic_query
,63,"What movie features a young man navigating life in the inner city while dealing with gang conflicts, unexpected fatherhood, and a humorous yet chaotic family dynamic?",Comedy|Crime,Paris Barclay,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,full_plot_semantic_query
,63,"What comedy explores the challenges of growing up in a tough urban neighborhood, featuring a young man who learns about responsibility after an unexpected pregnancy?",Comedy|Crime,Paris Barclay,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,summary_semantic_query
,65,What comedy features two friends accidentally trapped in a scientific experiment and causing chaos while trying to win back their girlfriends?,Comedy,Jason Bloom,Bio-Dome,1996,full_plot_semantic_query
,65,What comedy features two friends accidentally trapped in a scientific dome while trying to escape their girlfriends?,Comedy,Jason Bloom,Bio-Dome,1996,summary_semantic_query
,67,What movie features a young boy helping his grandfather with unfinished business while trying to earn a quarter for a movie ticket?,Drama,James Foley,Two Bits,1995,full_plot_semantic_query
,67,What coming-of-age movie explores family dynamics and nostalgia through the eyes of a young boy helping his grandfather with unresolved issues?,Drama,James Foley,Two Bits,1995,summary_semantic_query
,69,"What movie features a young man who loses his job and spends a day with his friend dealing with neighborhood conflicts, including a confrontation with a local bully?",Comedy,F. Gary Gray,Friday,1995,full_plot_semantic_query
,69,What comedy explores friendship and resilience as two friends navigate neighborhood antics and confront a local bully while trying to avoid a violent situation?,Comedy,F. Gary Gray,Friday,1995,summary_semantic_query
,70,What movie features bank robbers who kidnap a family and encounter vampires in a desert strip club?,Action|Comedy|Horror|Thriller,Robert Rodriguez,From Dusk Till Dawn,1996,full_plot_semantic_query
,70,What movie features bank robbers who take a family hostage and end up fighting vampires in a strip club?,Action|Comedy|Horror|Thriller,Robert Rodriguez,From Dusk Till Dawn,1996,summary_semantic_query
,71,What action movie features a lawyer targeted by a former KGB agent while trying to repossess a freighter during a divorce?,Action,Andrew Sipes,Fair Game,1995,full_plot_semantic_query
,71,What action-thriller features a lawyer targeted by a former KGB agent and a detective who must protect her during a dangerous chase?,Action,Andrew Sipes,Fair Game,1995,summary_semantic_query
,74,What romantic movie explores the emotional struggles of a lonely business executive and a florist who both deal with past losses?,Drama|Romance,Michael Goldenberg,Bed of Roses,1996,full_plot_semantic_query
,74,What romantic drama explores themes of love and loss between two characters dealing with their past traumas in an urban setting?,Drama|Romance,Michael Goldenberg,Bed of Roses,1996,summary_semantic_query
,75,What movie features a man confronting his childhood bully while trying to raise his son and teach creative writing?,Comedy|Drama,Steve Miner,Big Bully,1996,full_plot_semantic_query
,75,"What movie explores the themes of childhood bullying, redemption, and the complexities of father-son relationships?",Comedy|Drama,Steve Miner,Big Bully,1996,summary_semantic_query
,76,"What sci-fi movie features a war between humans and self-replicating machines that can impersonate humans, leading to paranoia and distrust among the survivors?",Action|Sci-Fi|Thriller,Christian Duguay,Screamers,1995,full_plot_semantic_query
,76,"What sci-fi horror movie features a war on a toxic planet where soldiers face evolved machines that can mimic humans, leading to themes of survival and betrayal?",Action|Sci-Fi|Thriller,Christian Duguay,Screamers,1995,summary_semantic_query
,78,"What movie features a father seeking revenge on the drunk driver who killed his daughter, leading to a tense confrontation and emotional turmoil?",Drama,Sean Penn,The Crossing Guard,1995,full_plot_semantic_query
,78,What drama explores the themes of grief and revenge between a father and the drunk driver who killed his daughter?,Drama,Sean Penn,The Crossing Guard,1995,summary_semantic_query
,79,What movie features a mother who becomes a juror in a mob trial and must protect her son from an enforcer threatening their lives?,Drama|Thriller,Brian Gibson,The Juror,1996,full_plot_semantic_query
,79,What crime thriller features a single mother who must protect her son while serving as a juror in a mob trial?,Drama|Thriller,Brian Gibson,The Juror,1996,summary_semantic_query
,81,What movie features an ex-gangster trying to go straight while dealing with a botched mission that leads to tragic consequences for him and his friends?,Crime|Drama|Romance,Gary Fleder,Things to Do in Denver When You're Dead,1995,full_plot_semantic_query
,81,What crime drama features an ex-gangster who runs an afterlife advice business and gets pulled back into the criminal world due to a deadly plan gone wrong?,Crime|Drama|Romance,Gary Fleder,Things to Do in Denver When You're Dead,1995,summary_semantic_query
,85,What movie features a naturalist who discovers dark family secrets while navigating a tumultuous marriage in Victorian England?,Drama|Romance,Philip Haas,Angels and Insects,1995,full_plot_semantic_query
,85,"What movie explores themes of class struggle and familial betrayal in Victorian England, featuring a naturalist who uncovers dark family secrets?",Drama|Romance,Philip Haas,Angels and Insects,1995,summary_semantic_query
,86,"What movie features a school sailing trip that turns disastrous when a white squall hits, testing the boys' skills and relationships?",Adventure|Drama,Ridley Scott,White Squall,1996,full_plot_semantic_query
,86,What movie features a group of boys on a sailing trip who face personal challenges and a life-threatening storm?,Adventure|Drama,Ridley Scott,White Squall,1996,summary_semantic_query
,87,What family-friendly movie features an orangutan who escapes from a jewel thief and causes chaos at a luxury hotel?,Children|Comedy,Ken Kwapis,Dunston Checks In,1996,full_plot_semantic_query
,87,What family-friendly comedy features an orangutan causing chaos in a luxury hotel while a father and his sons deal with a jewel thief?,Children|Comedy,Ken Kwapis,Dunston Checks In,1996,summary_semantic_query
,88,What comedy features a bumbling brother who inadvertently helps his sibling win a gubernatorial election while dealing with election fraud and a crazed veteran?,Comedy,Penelope Spheeris,Black Sheep,1996,full_plot_semantic_query
,88,What comedy features a clumsy man helping his brother's political campaign while uncovering election fraud?,Comedy,Penelope Spheeris,Black Sheep,1996,summary_semantic_query
,89,What thriller features a father forced to choose between killing a politician or risking his daughter's life?,Action|Thriller,John Badham,Nick of Time,1995,full_plot_semantic_query
,89,What movie features a father racing against time to save his daughter from kidnappers who demand he commit an assassination?,Action|Thriller,John Badham,Nick of Time,1995,summary_semantic_query
,92,What movie features a maid who discovers her employer's dark secret involving a split personality and a violent alter ego?,Drama|Horror|Thriller,Stephen Frears,Mary Reilly,1996,full_plot_semantic_query
,92,What movie features a maid who discovers her employer's dark secret involving a transformation into a sinister alter ego?,Drama|Horror|Thriller,Stephen Frears,Mary Reilly,1996,summary_semantic_query
,93,Is there a movie where a detective discovers her vampire heritage while investigating murders linked to a suave vampire who wants to turn her into one of the undead?,Comedy|Romance,Wes Craven,Vampire in Brooklyn,1995,full_plot_semantic_query
,93,What horror-comedy features a detective grappling with her vampiric heritage while investigating a series of murders?,Comedy|Romance,Wes Craven,Vampire in Brooklyn,1995,summary_semantic_query
,94,What movie explores the struggles of a man at a crossroads in life during a high school reunion with friends?,Comedy|Drama|Romance,Ted Demme,Beautiful Girls,1996,full_plot_semantic_query
,94,What movie explores the emotional journey of young adulthood and the challenges of commitment during a high school reunion?,Comedy|Drama|Romance,Ted Demme,Beautiful Girls,1996,summary_semantic_query
,95,What action movie features a pilot who goes rogue and attempts to use stolen nuclear warheads to blackmail the government?,Action|Adventure|Thriller,John Woo,Broken Arrow,1996,full_plot_semantic_query
,95,What action-packed military thriller features a pilot betrayed by his partner while trying to recover stolen nuclear bombs?,Action|Adventure|Thriller,John Woo,Broken Arrow,1996,summary_semantic_query
,100,What movie involves a detective uncovering a conspiracy linked to a child's death during a mob shootout in New York City?,Drama|Thriller,Harold Becker,City Hall,1996,full_plot_semantic_query
,100,What crime drama explores the themes of corruption and justice following a tragic shootout that reveals a conspiracy within the judicial system?,Drama|Thriller,Harold Becker,City Hall,1996,summary_semantic_query
,101,What movie features a group of friends planning heists while dealing with personal conflicts and unexpected romantic relationships?,Adventure|Comedy|Crime|Romance,Wes Anderson,Bottle Rocket,1996,full_plot_semantic_query
,101,What is a comedy film about friends planning heists while dealing with personal conflicts and a mentor figure?,Adventure|Comedy|Crime|Romance,Wes Anderson,Bottle Rocket,1996,summary_semantic_query
,102,What romantic comedy features a woman who discovers her charming boyfriend is actually a sociopath and ends up in a desperate situation involving abduction and a wedding in Mexico?,Comedy,Nick Castle,Mr. Wrong,1996,full_plot_semantic_query
,102,What dark comedy features a woman accused of murder on her wedding day while dealing with a manipulative and dangerous partner?,Comedy,Nick Castle,Mr. Wrong,1996,summary_semantic_query
,103,What movie features a doctor using an experimental serum to recover memories related to his wife's murder while uncovering a web of deceit involving a corrupt detective?,Mystery|Sci-Fi|Thriller,John Dahl,Unforgettable,1996,full_plot_semantic_query
,103,What psychological thriller involves a forensic pathologist using memory transfer to solve his wife's murder while dealing with themes of grief and obsession?,Mystery|Sci-Fi|Thriller,John Dahl,Unforgettable,1996,summary_semantic_query
,104,What comedy features a hockey player who becomes a golfer to save his grandmother's house and faces off against a rival who tries to sabotage him?,Comedy,Dennis Dugan,Happy Gilmore,1996,full_plot_semantic_query
,104,What comedy features a hockey player who turns to golf to save his grandmother's house from foreclosure?,Comedy,Dennis Dugan,Happy Gilmore,1996,summary_semantic_query
,105,What movie explores the emotional aftermath of a mother's secret affair and its impact on her children's lives during the settlement of her estate?,Drama|Romance,Clint Eastwood,The Bridges of Madison County,1995,full_plot_semantic_query
,105,"What movie explores a woman's emotional conflict between a brief love affair and her family obligations, impacting her children's lives after her death?",Drama|Romance,Clint Eastwood,The Bridges of Madison County,1995,summary_semantic_query
,107,What is a family-friendly adventure movie about a young boy who discovers a treasure map and faces pirates on a quest for buried treasure?,Adventure|Children|Comedy|Musical,Brian Henson,Muppet Treasure Island,1996,full_plot_semantic_query
,107,What is a comedic adventure movie about a young orphan who goes on a treasure hunt and faces betrayal from a cunning pirate?,Adventure|Children|Comedy|Musical,Brian Henson,Muppet Treasure Island,1996,summary_semantic_query
,110,What historical drama depicts a Scottish warrior's fight for freedom after the tragic loss of his wife and betrayal by noblemen?,Action|Drama|War,Mel Gibson,Braveheart,1995,full_plot_semantic_query
,110,What historical drama depicts a Scottish leader fighting for freedom against English oppression while facing betrayal from his own allies?,Action|Drama|War,Mel Gibson,Braveheart,1995,summary_semantic_query
,111,What movie features a lonely taxi driver in New York City who becomes increasingly violent and obsessed with a young prostitute while struggling with his mental health?,Crime|Drama|Thriller,Martin Scorsese,Taxi Driver,1976,full_plot_semantic_query
,111,What movie features a lonely Vietnam War veteran who becomes a taxi driver and is driven to violence while trying to save a young prostitute?,Crime|Drama|Thriller,Martin Scorsese,Taxi Driver,1976,summary_semantic_query
,113,What movie features a family torn apart by their son's involvement in a tragic accident and the subsequent legal battles they face?,Drama|Mystery,Barbet Schroeder,Before and After,1996,full_plot_semantic_query
,113,What movie explores the moral dilemmas faced by a family when their son is involved in a murder case and the consequences of their choices?,Drama|Mystery,Barbet Schroeder,Before and After,1996,summary_semantic_query
,114,What movie features a young woman in a coal mining town who creates a museum to honor the memories of those who died in mining accidents?,Drama,Mort Ransen,Margaret's Museum,1995,full_plot_semantic_query
,114,What movie depicts a woman's struggle with grief and loss after her husband and brother die in a coal mining accident?,Drama,Mort Ransen,Margaret's Museum,1995,summary_semantic_query
,118,What romantic comedy features two best friends who make a death pact if they don't find true love by a certain age?,Comedy|Romance,Eric Schaeffer,If Lucy Fell,1996,full_plot_semantic_query
,118,What romantic comedy explores friendship and self-discovery as two roommates make a death pact to find true love before turning thirty?,Comedy|Romance,Eric Schaeffer,If Lucy Fell,1996,summary_semantic_query
